 21/3/2021,, 22/3/2021,, 23/3/2021,, 24/3/2021,, 25/3/2021,
morn,after,morn,after,morn,after,morn,after,morn,after
"{'uid': '58', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '52', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '50', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '46', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '26', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '28', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '9', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '33', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '48', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '30', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}"
"{'uid': '19', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '44', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '47', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '56', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '16', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '6', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '28', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '34', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '8', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '14', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}"
"{'uid': '55', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '38', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '7', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '49', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': 'neeraj.n@somaiya.edu'}","{'uid': '50', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '20', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '43', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '60', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '36', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '12', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'after', 'categ': 'special', 'email': None}"
"{'uid': '46', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '34', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '44', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'morn', 'categ': 'special', 'email': None}","{'uid': '18', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '49', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': 'neeraj.n@somaiya.edu'}","{'uid': '15', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'after', 'categ': 'reliever', 'email': None}","{'uid': '57', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '41', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '46', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'morn', 'categ': 'supervision', 'email': None}","{'uid': '49', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'after', 'categ': 'reliever', 'email': 'neeraj.n@somaiya.edu'}"
"{'uid': '5', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'morn', 'categ': 'reliever', 'email': None}","{'uid': '18', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 21/3/2021', 'slot': 'after', 'categ': 'reliever', 'email': None}","{'uid': '32', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'morn', 'categ': 'reliever', 'email': None}","{'uid': '37', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 22/3/2021', 'slot': 'after', 'categ': 'reliever', 'email': None}","{'uid': '11', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'morn', 'categ': 'special', 'email': None}",,"{'uid': '47', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'morn', 'categ': 'reliever', 'email': None}","{'uid': '56', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'after', 'categ': 'supervision', 'email': None}","{'uid': '47', 'fac_dept': 'COMP', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'morn', 'categ': 'special', 'email': None}",
,,,,"{'uid': '58', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 23/3/2021', 'slot': 'morn', 'categ': 'reliever', 'email': None}",,,"{'uid': '54', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 24/3/2021', 'slot': 'after', 'categ': 'reliever', 'email': None}","{'uid': '15', 'fac_dept': 'MECH', 'dept': 'MECH', 'date': ' 25/3/2021', 'slot': 'morn', 'categ': 'reliever', 'email': None}",
,,,,,,,,,
,,,,,,,,,
